Código,Regiao,UF,Municipio,Possui Plano de Mobilidade Urbana,Ano de elaboracao,Aprovado em lei ou ato normativo,Instrumento Legal,Numero da Lei,Data da Lei
4302600,S,RS,Braga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4302659,S,RS,Brochier,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4302709,S,RS,ButiÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4302808,S,RS,CaÃ§apava do Sul,Sim,2013,Nao,Nao aprovado em lei,,Nao aprovado em lei
4302907,S,RS,Cacequi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4303004,S,RS,Cachoeira do Sul,Sim,2019,Nao,Nao aprovado em lei,,Nao aprovado em lei
4303103,S,RS,Cachoeirinha,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4303202,S,RS,Cacique Doble,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4303301,S,RS,CaibatÃ©,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4303400,S,RS,CaiÃ§ara,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4303509,S,RS,CamaquÃ£,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4303558,S,RS,Camargo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4303608,S,RS,CambarÃ¡ do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4303673,S,RS,Campestre da Serra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4303707,S,RS,Campina das MissÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4303806,S,RS,Campinas do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4303905,S,RS,Campo Bom,Sim,2015,Sim,Lei Municipal,4.428/2015,09/12/2015
4304002,S,RS,Campo Novo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304101,S,RS,Campos Borges,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304200,S,RS,CandelÃ¡ria,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304309,S,RS,CÃ¢ndido GodÃ³i,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304358,S,RS,Candiota,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4304408,S,RS,Canela,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304507,S,RS,CanguÃ§u,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304606,S,RS,Canoas,Sim,2022,Sim,Lei Municipal,6551/2022,12/04/2022
4304614,S,RS,Canudos do Vale,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304622,S,RS,CapÃ£o Bonito do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304630,S,RS,CapÃ£o da Canoa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304655,S,RS,CapÃ£o do CipÃ³,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304663,S,RS,CapÃ£o do LeÃ£o,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304689,S,RS,Capela de Santana,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4304697,S,RS,CapitÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304671,S,RS,Capivari do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304713,S,RS,CaraÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4304705,S,RS,Carazinho,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304804,S,RS,Carlos Barbosa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4304853,S,RS,Carlos Gomes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304903,S,RS,Casca,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4304952,S,RS,Caseiros,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305009,S,RS,CatuÃ­pe,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305108,S,RS,Caxias do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4305116,S,RS,CentenÃ¡rio,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305124,S,RS,Cerrito,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305132,S,RS,Cerro Branco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305157,S,RS,Cerro Grande,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305173,S,RS,Cerro Grande do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305207,S,RS,Cerro Largo,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4305306,S,RS,Chapada,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305355,S,RS,Charqueadas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4305371,S,RS,Charrua,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305405,S,RS,Chiapetta,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4305439,S,RS,ChuÃ­,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305447,S,RS,Chuvisca,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305454,S,RS,Cidreira,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4305504,S,RS,CirÃ­aco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305587,S,RS,Colinas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305603,S,RS,Colorado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305702,S,RS,Condor,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305801,S,RS,Constantina,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305835,S,RS,Coqueiro Baixo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305850,S,RS,Coqueiros do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305871,S,RS,Coronel Barros,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4305900,S,RS,Coronel Bicaco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305934,S,RS,Coronel Pilar,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4305959,S,RS,CotiporÃ£,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4305975,S,RS,Coxilha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306007,S,RS,Crissiumal,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4306056,S,RS,Cristal,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306072,S,RS,Cristal do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306106,S,RS,Cruz Alta,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4306130,S,RS,Cruzaltense,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306205,S,RS,Cruzeiro do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306304,S,RS,David Canabarro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306320,S,RS,Derrubadas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306353,S,RS,Dezesseis de Novembro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306379,S,RS,Dilermando de Aguiar,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306403,S,RS,Dois IrmÃ£os,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306429,S,RS,Dois IrmÃ£os das MissÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306452,S,RS,Dois Lajeados,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306502,S,RS,Dom Feliciano,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306601,S,RS,Dom Pedrito,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4306551,S,RS,Dom Pedro de AlcÃ¢ntara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4306700,S,RS,Dona Francisca,Sim,2015,Nao,Nao aprovado em lei,,Nao aprovado em lei
4306734,S,RS,Doutor MaurÃ­cio Cardoso,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306759,S,RS,Doutor Ricardo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306767,S,RS,Eldorado do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306809,S,RS,Encantado,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306908,S,RS,Encruzilhada do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4306924,S,RS,Engenho Velho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4306957,S,RS,Entre Rios do Sul,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4306932,S,RS,Entre-IjuÃ­s,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4306973,S,RS,Erebango,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307005,S,RS,Erechim,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4307054,S,RS,Ernestina,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307203,S,RS,Erval Grande,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4307302,S,RS,Erval Seco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307401,S,RS,Esmeralda,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307450,S,RS,EsperanÃ§a do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4307500,S,RS,Espumoso,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307559,S,RS,EstaÃ§Ã£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307609,S,RS,EstÃ¢ncia Velha,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4307708,S,RS,Esteio,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4307807,S,RS,Estrela,Sim,2016,Sim,Lei Municipal,6.841/2016,22/11/2016
4307815,S,RS,Estrela Velha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307831,S,RS,EugÃªnio de Castro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307864,S,RS,Fagundes Varela,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307906,S,RS,Farroupilha,Sim,2015,Sim,Lei Municipal,4.202/2015,16/12/2015
4308003,S,RS,Faxinal do Soturno,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308052,S,RS,Faxinalzinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308078,S,RS,Fazenda Vilanova,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308102,S,RS,Feliz,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308201,S,RS,Flores da Cunha,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4308250,S,RS,Floriano Peixoto,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308300,S,RS,Fontoura Xavier,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308409,S,RS,Formigueiro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308433,S,RS,Forquetinha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308458,S,RS,Fortaleza dos Valos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308508,S,RS,Frederico Westphalen,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4308607,S,RS,Garibaldi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4308656,S,RS,Garruchos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308706,S,RS,Gaurama,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4308805,S,RS,General CÃ¢mara,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4308854,S,RS,Gentil,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4308904,S,RS,GetÃºlio Vargas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309001,S,RS,GiruÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4309050,S,RS,Glorinha,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4309100,S,RS,Gramado,Sim,2018,Sim,Lei Municipal,3.779/2019,04/11/2019
4309126,S,RS,Gramado dos Loureiros,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309159,S,RS,Gramado Xavier,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309209,S,RS,GravataÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4309258,S,RS,Guabiju,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309308,S,RS,GuaÃ­ba,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4309407,S,RS,GuaporÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4309506,S,RS,Guarani das MissÃµes,Sim,2012,Nao,Nao aprovado em lei,,Nao aprovado em lei
4309555,S,RS,Harmonia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4307104,S,RS,Herval,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309571,S,RS,Herveiras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309605,S,RS,Horizontina,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309654,S,RS,Hulha Negra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309704,S,RS,HumaitÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4309753,S,RS,Ibarama,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309803,S,RS,IbiaÃ§Ã¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309902,S,RS,Ibiraiaras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4309951,S,RS,IbirapuitÃ£,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310009,S,RS,IbirubÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4310108,S,RS,Igrejinha,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4310207,S,RS,IjuÃ­,Sim,2011,Sim,Lei Municipal,5.481/2011,09/08/2011
4310306,S,RS,IlÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4310330,S,RS,ImbÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4310363,S,RS,Imigrante,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310405,S,RS,IndependÃªncia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310413,S,RS,InhacorÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310439,S,RS,IpÃª,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4310462,S,RS,Ipiranga do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310504,S,RS,IraÃ­,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4310538,S,RS,Itaara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4310553,S,RS,Itacurubi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310579,S,RS,Itapuca,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310603,S,RS,Itaqui,Sim,2014,Sim,Lei Ordinaria,4.073/2014,05/12/2014
4310652,S,RS,Itati,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4310702,S,RS,Itatiba do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310751,S,RS,IvorÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310801,S,RS,Ivoti,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4310850,S,RS,Jaboticaba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310876,S,RS,Jacuizinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4310900,S,RS,Jacutinga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311007,S,RS,JaguarÃ£o,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311106,S,RS,Jaguari,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311122,S,RS,Jaquirana,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311130,S,RS,Jari,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311155,S,RS,JÃ³ia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311205,S,RS,JÃºlio de Castilhos,Sim,2015,Sim,Lei Ordinaria,3.352/2015,23/06/2015
4311239,S,RS,Lagoa Bonita do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311270,S,RS,Lagoa dos TrÃªs Cantos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311304,S,RS,Lagoa Vermelha,Sim,2006,Sim,Lei Complementar,14/2006,10/10/2006
4311254,S,RS,LagoÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311403,S,RS,Lajeado,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311429,S,RS,Lajeado do Bugre,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311502,S,RS,Lavras do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311601,S,RS,Liberato Salzano,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311627,S,RS,Lindolfo Collor,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311643,S,RS,Linha Nova,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311718,S,RS,MaÃ§ambara,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311700,S,RS,Machadinho,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311734,S,RS,Mampituba,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311759,S,RS,Manoel Viana,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311775,S,RS,MaquinÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311791,S,RS,MaratÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4311809,S,RS,Marau,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311908,S,RS,Marcelino Ramos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4311981,S,RS,Mariana Pimentel,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312005,S,RS,Mariano Moro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312054,S,RS,Marques de Souza,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312104,S,RS,Mata,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4312138,S,RS,Mato Castelhano,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4312153,S,RS,Mato LeitÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312179,S,RS,Mato Queimado,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4312203,S,RS,Maximiliano de Almeida,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312252,S,RS,Minas do LeÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312302,S,RS,MiraguaÃ­,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4312351,S,RS,Montauri,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312377,S,RS,Monte Alegre dos Campos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312385,S,RS,Monte Belo do Sul,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4312401,S,RS,Montenegro,Sim,2010,Nao,Nao aprovado em lei,,Nao aprovado em lei
4312427,S,RS,MormaÃ§o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312443,S,RS,Morrinhos do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4312450,S,RS,Morro Redondo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312476,S,RS,Morro Reuter,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4312500,S,RS,Mostardas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4312609,S,RS,MuÃ§um,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312617,S,RS,Muitos CapÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312625,S,RS,Muliterno,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312658,S,RS,NÃ£o-Me-Toque,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312674,S,RS,Nicolau Vergueiro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312708,S,RS,Nonoai,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4312757,S,RS,Nova Alvorada,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312807,S,RS,Nova AraÃ§Ã¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312906,S,RS,Nova Bassano,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4312955,S,RS,Nova Boa Vista,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313003,S,RS,Nova BrÃ©scia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313011,S,RS,Nova CandelÃ¡ria,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313037,S,RS,Nova EsperanÃ§a do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313060,S,RS,Nova Hartz,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313086,S,RS,Nova PÃ¡dua,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313102,S,RS,Nova Palma,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313201,S,RS,Nova PetrÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313300,S,RS,Nova Prata,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313334,S,RS,Nova Ramada,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313359,S,RS,Nova Roma do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313375,S,RS,Nova Santa Rita,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313490,S,RS,Novo Barreiro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313391,S,RS,Novo Cabrais,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
